category,series_id,year,period,month,quarter,value,collected_at
medical_care,CUUR0000SAM,2023,M03,3,1,547.805,2025-07-03T21:46:31.627325
medical_care,CUUR0000SAM,2023,M02,2,1,549.487,2025-07-03T21:46:31.627327
medical_care,CUUR0000SAM,2023,M01,1,1,551.422,2025-07-03T21:46:31.627329
medical_care,CUUR0000SAM,2022,M12,12,4,551.002,2025-07-03T21:46:31.627331
medical_care,CUUR0000SAM,2022,M11,11,4,550.844,2025-07-03T21:46:31.627333
medical_care,CUUR0000SAM,2022,M10,10,4,554.043,2025-07-03T21:46:31.627336
medical_care,CUUR0000SAM,2022,M09,9,3,556.323,2025-07-03T21:46:31.627338
medical_care,CUUR0000SAM,2022,M08,8,3,553.429,2025-07-03T21:46:31.627340
medical_care,CUUR0000SAM,2022,M07,7,3,549.562,2025-07-03T21:46:31.627342
medical_care,CUUR0000SAM,2022,M06,6,2,546.717,2025-07-03T21:46:31.627344
medical_care,CUUR0000SAM,2022,M05,5,2,543.488,2025-07-03T21:46:31.627346
medical_care,CUUR0000SAM,2022,M04,4,2,541.515,2025-07-03T21:46:31.627348
medical_care,CUUR0000SAM,2022,M03,3,1,539.739,2025-07-03T21:46:31.627350
medical_care,CUUR0000SAM,2022,M02,2,1,536.932,2025-07-03T21:46:31.627352
medical_care,CUUR0000SAM,2022,M01,1,1,535.048,2025-07-03T21:46:31.627354
education,CUUR0000SAE1,2025,M05,5,2,307.504,2025-07-03T21:46:32.294640
education,CUUR0000SAE1,2025,M04,4,2,306.829,2025-07-03T21:46:32.294656
education,CUUR0000SAE1,2025,M03,3,1,306.847,2025-07-03T21:46:32.294661
education,CUUR0000SAE1,2025,M02,2,1,306.284,2025-07-03T21:46:32.294666
education,CUUR0000SAE1,2025,M01,1,1,305.860,2025-07-03T21:46:32.294671
education,CUUR0000SAE1,2024,M12,12,4,305.662,2025-07-03T21:46:32.294675
education,CUUR0000SAE1,2024,M11,11,4,305.865,2025-07-03T21:46:32.294677
education,CUUR0000SAE1,2024,M10,10,4,305.154,2025-07-03T21:46:32.294679
education,CUUR0000SAE1,2024,M09,9,3,304.883,2025-07-03T21:46:32.294681
education,CUUR0000SAE1,2024,M08,8,3,301.065,2025-07-03T21:46:32.294683
education,CUUR0000SAE1,2024,M07,7,3,298.288,2025-07-03T21:46:32.294686
education,CUUR0000SAE1,2024,M06,6,2,297.420,2025-07-03T21:46:32.294688
education,CUUR0000SAE1,2024,M05,5,2,296.691,2025-07-03T21:46:32.294690
education,CUUR0000SAE1,2024,M04,4,2,295.736,2025-07-03T21:46:32.294692
education,CUUR0000SAE1,2024,M03,3,1,295.297,2025-07-03T21:46:32.294694
education,CUUR0000SAE1,2024,M02,2,1,295.488,2025-07-03T21:46:32.294696
education,CUUR0000SAE1,2024,M01,1,1,294.574,2025-07-03T21:46:32.294698
education,CUUR0000SAE1,2023,M12,12,4,294.040,2025-07-03T21:46:32.294700
education,CUUR0000SAE1,2023,M11,11,4,293.674,2025-07-03T21:46:32.294702
education,CUUR0000SAE1,2023,M10,10,4,294.084,2025-07-03T21:46:32.294704
education,CUUR0000SAE1,2023,M09,9,3,294.357,2025-07-03T21:46:32.294706
education,CUUR0000SAE1,2023,M08,8,3,292.014,2025-07-03T21:46:32.294708
education,CUUR0000SAE1,2023,M07,7,3,290.069,2025-07-03T21:46:32.294715
education,CUUR0000SAE1,2023,M06,6,2,289.382,2025-07-03T21:46:32.294717
education,CUUR0000SAE1,2023,M05,5,2,288.843,2025-07-03T21:46:32.294719
education,CUUR0000SAE1,2023,M04,4,2,288.606,2025-07-03T21:46:32.294742
education,CUUR0000SAE1,2023,M03,3,1,288.260,2025-07-03T21:46:32.294744
education,CUUR0000SAE1,2023,M02,2,1,287.651,2025-07-03T21:46:32.294746
education,CUUR0000SAE1,2023,M01,1,1,287.509,2025-07-03T21:46:32.294748
education,CUUR0000SAE1,2022,M12,12,4,287.177,2025-07-03T21:46:32.294750
education,CUUR0000SAE1,2022,M11,11,4,286.792,2025-07-03T21:46:32.294752
education,CUUR0000SAE1,2022,M10,10,4,286.449,2025-07-03T21:46:32.294755
education,CUUR0000SAE1,2022,M09,9,3,286.151,2025-07-03T21:46:32.294757
education,CUUR0000SAE1,2022,M08,8,3,283.882,2025-07-03T21:46:32.294759
education,CUUR0000SAE1,2022,M07,7,3,280.974,2025-07-03T21:46:32.294761
education,CUUR0000SAE1,2022,M06,6,2,280.562,2025-07-03T21:46:32.294763
education,CUUR0000SAE1,2022,M05,5,2,279.356,2025-07-03T21:46:32.294765
education,CUUR0000SAE1,2022,M04,4,2,278.647,2025-07-03T21:46:32.294767
education,CUUR0000SAE1,2022,M03,3,1,278.388,2025-07-03T21:46:32.294769
education,CUUR0000SAE1,2022,M02,2,1,278.380,2025-07-03T21:46:32.294771
education,CUUR0000SAE1,2022,M01,1,1,278.087,2025-07-03T21:46:32.294799
other_goods_services,CUUR0000SAG1,2025,M05,5,2,290.478,2025-07-03T21:46:32.950714
other_goods_services,CUUR0000SAG1,2025,M04,4,2,289.965,2025-07-03T21:46:32.950731
other_goods_services,CUUR0000SAG1,2025,M03,3,1,289.143,2025-07-03T21:46:32.950736
other_goods_services,CUUR0000SAG1,2025,M02,2,1,286.159,2025-07-03T21:46:32.950740
other_goods_services,CUUR0000SAG1,2025,M01,1,1,283.495,2025-07-03T21:46:32.950744
other_goods_services,CUUR0000SAG1,2024,M12,12,4,283.952,2025-07-03T21:46:32.950748
other_goods_services,CUUR0000SAG1,2024,M11,11,4,285.239,2025-07-03T21:46:32.950752
other_goods_services,CUUR0000SAG1,2024,M10,10,4,284.734,2025-07-03T21:46:32.950755
other_goods_services,CUUR0000SAG1,2024,M09,9,3,283.738,2025-07-03T21:46:32.950760
other_goods_services,CUUR0000SAG1,2024,M08,8,3,283.080,2025-07-03T21:46:32.950763
other_goods_services,CUUR0000SAG1,2024,M07,7,3,283.296,2025-07-03T21:46:32.950768
other_goods_services,CUUR0000SAG1,2024,M06,6,2,282.807,2025-07-03T21:46:32.950796
other_goods_services,CUUR0000SAG1,2024,M05,5,2,281.294,2025-07-03T21:46:32.950801
other_goods_services,CUUR0000SAG1,2024,M04,4,2,282.151,2025-07-03T21:46:32.950805
other_goods_services,CUUR0000SAG1,2024,M03,3,1,280.425,2025-07-03T21:46:32.950810
other_goods_services,CUUR0000SAG1,2024,M02,2,1,279.122,2025-07-03T21:46:32.950814
other_goods_services,CUUR0000SAG1,2024,M01,1,1,279.606,2025-07-03T21:46:32.950818
other_goods_services,CUUR0000SAG1,2023,M12,12,4,277.089,2025-07-03T21:46:32.950823
other_goods_services,CUUR0000SAG1,2023,M11,11,4,277.785,2025-07-03T21:46:32.950828
other_goods_services,CUUR0000SAG1,2023,M10,10,4,277.802,2025-07-03T21:46:32.950832
other_goods_services,CUUR0000SAG1,2023,M09,9,3,276.813,2025-07-03T21:46:32.950842
other_goods_services,CUUR0000SAG1,2023,M08,8,3,275.026,2025-07-03T21:46:32.950846
other_goods_services,CUUR0000SAG1,2023,M07,7,3,273.964,2025-07-03T21:46:32.950850
other_goods_services,CUUR0000SAG1,2023,M06,6,2,273.929,2025-07-03T21:46:32.950854
other_goods_services,CUUR0000SAG1,2023,M05,5,2,273.439,2025-07-03T21:46:32.950859
other_goods_services,CUUR0000SAG1,2023,M04,4,2,272.037,2025-07-03T21:46:32.950863
other_goods_services,CUUR0000SAG1,2023,M03,3,1,269.047,2025-07-03T21:46:32.950867
other_goods_services,CUUR0000SAG1,2023,M02,2,1,267.871,2025-07-03T21:46:32.950871
other_goods_services,CUUR0000SAG1,2023,M01,1,1,265.504,2025-07-03T21:46:32.950876
other_goods_services,CUUR0000SAG1,2022,M12,12,4,263.813,2025-07-03T21:46:32.950880
other_goods_services,CUUR0000SAG1,2022,M11,11,4,264.117,2025-07-03T21:46:32.950884
other_goods_services,CUUR0000SAG1,2022,M10,10,4,262.193,2025-07-03T21:46:32.950888
other_goods_services,CUUR0000SAG1,2022,M09,9,3,260.886,2025-07-03T21:46:32.950893
other_goods_services,CUUR0000SAG1,2022,M08,8,3,259.954,2025-07-03T21:46:32.950897
other_goods_services,CUUR0000SAG1,2022,M07,7,3,258.315,2025-07-03T21:46:32.950901
other_goods_services,CUUR0000SAG1,2022,M06,6,2,257.287,2025-07-03T21:46:32.950905
other_goods_services,CUUR0000SAG1,2022,M05,5,2,256.147,2025-07-03T21:46:32.950909
other_goods_services,CUUR0000SAG1,2022,M04,4,2,255.213,2025-07-03T21:46:32.950917
other_goods_services,CUUR0000SAG1,2022,M03,3,1,254.111,2025-07-03T21:46:32.950921
other_goods_services,CUUR0000SAG1,2022,M02,2,1,252.862,2025-07-03T21:46:32.950924
other_goods_services,CUUR0000SAG1,2022,M01,1,1,249.954,2025-07-03T21:46:32.950931
