category,series_id,year,period,value,data_type,collected_at
construction,CES2000000001,2020,M01,7575,employment_level,2025-07-03T21:51:31.159053
government,CES9000000001,2025,M06,23698,employment_level,2025-07-03T21:51:31.807695
government,CES9000000001,2025,M05,23625,employment_level,2025-07-03T21:51:31.807708
government,CES9000000001,2025,M04,23618,employment_level,2025-07-03T21:51:31.807710
government,CES9000000001,2025,M03,23593,employment_level,2025-07-03T21:51:31.807712
government,CES9000000001,2025,M02,23587,employment_level,2025-07-03T21:51:31.807714
government,CES9000000001,2025,M01,23592,employment_level,2025-07-03T21:51:31.807717
government,CES9000000001,2024,M12,23560,employment_level,2025-07-03T21:51:31.807721
government,CES9000000001,2024,M11,23524,employment_level,2025-07-03T21:51:31.807724
government,CES9000000001,2024,M10,23507,employment_level,2025-07-03T21:51:31.807727
government,CES9000000001,2024,M09,23462,employment_level,2025-07-03T21:51:31.807730
government,CES9000000001,2024,M08,23430,employment_level,2025-07-03T21:51:31.807732
government,CES9000000001,2024,M07,23392,employment_level,2025-07-03T21:51:31.807733
government,CES9000000001,2024,M06,23344,employment_level,2025-07-03T21:51:31.807735
government,CES9000000001,2024,M05,23323,employment_level,2025-07-03T21:51:31.807737
government,CES9000000001,2024,M04,23290,employment_level,2025-07-03T21:51:31.807738
government,CES9000000001,2024,M03,23301,employment_level,2025-07-03T21:51:31.807740
government,CES9000000001,2024,M02,23224,employment_level,2025-07-03T21:51:31.807742
government,CES9000000001,2024,M01,23153,employment_level,2025-07-03T21:51:31.807744
government,CES9000000001,2023,M12,23107,employment_level,2025-07-03T21:51:31.807745
government,CES9000000001,2023,M11,23051,employment_level,2025-07-03T21:51:31.807747
government,CES9000000001,2023,M10,23007,employment_level,2025-07-03T21:51:31.807748
government,CES9000000001,2023,M09,22938,employment_level,2025-07-03T21:51:31.807750
government,CES9000000001,2023,M08,22869,employment_level,2025-07-03T21:51:31.807756
government,CES9000000001,2023,M07,22820,employment_level,2025-07-03T21:51:31.807758
government,CES9000000001,2023,M06,22782,employment_level,2025-07-03T21:51:31.807760
government,CES9000000001,2023,M05,22695,employment_level,2025-07-03T21:51:31.807761
government,CES9000000001,2023,M04,22634,employment_level,2025-07-03T21:51:31.807763
government,CES9000000001,2023,M03,22585,employment_level,2025-07-03T21:51:31.807764
government,CES9000000001,2023,M02,22548,employment_level,2025-07-03T21:51:31.807766
government,CES9000000001,2023,M01,22492,employment_level,2025-07-03T21:51:31.807767
government,CES9000000001,2022,M12,22373,employment_level,2025-07-03T21:51:31.807769
government,CES9000000001,2022,M11,22374,employment_level,2025-07-03T21:51:31.807770
government,CES9000000001,2022,M10,22309,employment_level,2025-07-03T21:51:31.807794
government,CES9000000001,2022,M09,22280,employment_level,2025-07-03T21:51:31.807798
government,CES9000000001,2022,M08,22269,employment_level,2025-07-03T21:51:31.807801
government,CES9000000001,2022,M07,22282,employment_level,2025-07-03T21:51:31.807803
government,CES9000000001,2022,M06,22124,employment_level,2025-07-03T21:51:31.807807
government,CES9000000001,2022,M05,22103,employment_level,2025-07-03T21:51:31.807810
government,CES9000000001,2022,M04,22079,employment_level,2025-07-03T21:51:31.807812
government,CES9000000001,2022,M03,22042,employment_level,2025-07-03T21:51:31.807813
government,CES9000000001,2022,M02,22041,employment_level,2025-07-03T21:51:31.807815
government,CES9000000001,2022,M01,22056,employment_level,2025-07-03T21:51:31.807820
government,CES9000000001,2021,M12,22074,employment_level,2025-07-03T21:51:31.807822
government,CES9000000001,2021,M11,22044,employment_level,2025-07-03T21:51:31.807823
government,CES9000000001,2021,M10,22043,employment_level,2025-07-03T21:51:31.807825
government,CES9000000001,2021,M09,22080,employment_level,2025-07-03T21:51:31.807826
government,CES9000000001,2021,M08,22099,employment_level,2025-07-03T21:51:31.807828
government,CES9000000001,2021,M07,22055,employment_level,2025-07-03T21:51:31.807829
government,CES9000000001,2021,M06,22004,employment_level,2025-07-03T21:51:31.807831
government,CES9000000001,2021,M05,21910,employment_level,2025-07-03T21:51:31.807832
government,CES9000000001,2021,M04,21909,employment_level,2025-07-03T21:51:31.807834
government,CES9000000001,2021,M03,21856,employment_level,2025-07-03T21:51:31.807835
government,CES9000000001,2021,M02,21764,employment_level,2025-07-03T21:51:31.807837
government,CES9000000001,2021,M01,21779,employment_level,2025-07-03T21:51:31.807838
government,CES9000000001,2020,M12,21678,employment_level,2025-07-03T21:51:31.807840
government,CES9000000001,2020,M11,21683,employment_level,2025-07-03T21:51:31.807841
government,CES9000000001,2020,M10,21805,employment_level,2025-07-03T21:51:31.807842
government,CES9000000001,2020,M09,21929,employment_level,2025-07-03T21:51:31.807844
government,CES9000000001,2020,M08,22000,employment_level,2025-07-03T21:51:31.807845
government,CES9000000001,2020,M07,21514,employment_level,2025-07-03T21:51:31.807847
government,CES9000000001,2020,M06,21412,employment_level,2025-07-03T21:51:31.807849
government,CES9000000001,2020,M05,21393,employment_level,2025-07-03T21:51:31.807852
government,CES9000000001,2020,M04,21909,employment_level,2025-07-03T21:51:31.807854
government,CES9000000001,2020,M03,22827,employment_level,2025-07-03T21:51:31.807855
government,CES9000000001,2020,M02,22857,employment_level,2025-07-03T21:51:31.807857
government,CES9000000001,2020,M01,22781,employment_level,2025-07-03T21:51:31.807860
manufacturing,CES3000000001,2025,M06,12750,employment_level,2025-07-03T21:51:32.478543
manufacturing,CES3000000001,2025,M05,12757,employment_level,2025-07-03T21:51:32.478554
manufacturing,CES3000000001,2025,M04,12764,employment_level,2025-07-03T21:51:32.478556
manufacturing,CES3000000001,2025,M03,12764,employment_level,2025-07-03T21:51:32.478558
manufacturing,CES3000000001,2025,M02,12763,employment_level,2025-07-03T21:51:32.478559
manufacturing,CES3000000001,2025,M01,12755,employment_level,2025-07-03T21:51:32.478561
manufacturing,CES3000000001,2024,M12,12760,employment_level,2025-07-03T21:51:32.478562
manufacturing,CES3000000001,2024,M11,12770,employment_level,2025-07-03T21:51:32.478564
manufacturing,CES3000000001,2024,M10,12750,employment_level,2025-07-03T21:51:32.478565
manufacturing,CES3000000001,2024,M09,12800,employment_level,2025-07-03T21:51:32.478567
manufacturing,CES3000000001,2024,M08,12800,employment_level,2025-07-03T21:51:32.478568
manufacturing,CES3000000001,2024,M07,12840,employment_level,2025-07-03T21:51:32.478570
manufacturing,CES3000000001,2024,M06,12839,employment_level,2025-07-03T21:51:32.478571
manufacturing,CES3000000001,2024,M05,12849,employment_level,2025-07-03T21:51:32.478573
manufacturing,CES3000000001,2024,M04,12847,employment_level,2025-07-03T21:51:32.478580
manufacturing,CES3000000001,2024,M03,12838,employment_level,2025-07-03T21:51:32.478584
manufacturing,CES3000000001,2024,M02,12853,employment_level,2025-07-03T21:51:32.478587
manufacturing,CES3000000001,2024,M01,12866,employment_level,2025-07-03T21:51:32.478591
manufacturing,CES3000000001,2023,M12,12865,employment_level,2025-07-03T21:51:32.478594
manufacturing,CES3000000001,2023,M11,12858,employment_level,2025-07-03T21:51:32.478596
manufacturing,CES3000000001,2023,M10,12836,employment_level,2025-07-03T21:51:32.478598
manufacturing,CES3000000001,2023,M09,12869,employment_level,2025-07-03T21:51:32.478599
manufacturing,CES3000000001,2023,M08,12856,employment_level,2025-07-03T21:51:32.478601
manufacturing,CES3000000001,2023,M07,12863,employment_level,2025-07-03T21:51:32.478603
manufacturing,CES3000000001,2023,M06,12877,employment_level,2025-07-03T21:51:32.478604
manufacturing,CES3000000001,2023,M05,12874,employment_level,2025-07-03T21:51:32.478606
manufacturing,CES3000000001,2023,M04,12889,employment_level,2025-07-03T21:51:32.478607
manufacturing,CES3000000001,2023,M03,12890,employment_level,2025-07-03T21:51:32.478609
manufacturing,CES3000000001,2023,M02,12900,employment_level,2025-07-03T21:51:32.478610
manufacturing,CES3000000001,2023,M01,12897,employment_level,2025-07-03T21:51:32.478611
manufacturing,CES3000000001,2022,M12,12889,employment_level,2025-07-03T21:51:32.478613
manufacturing,CES3000000001,2022,M11,12896,employment_level,2025-07-03T21:51:32.478614
manufacturing,CES3000000001,2022,M10,12883,employment_level,2025-07-03T21:51:32.478616
manufacturing,CES3000000001,2022,M09,12848,employment_level,2025-07-03T21:51:32.478617
manufacturing,CES3000000001,2022,M08,12826,employment_level,2025-07-03T21:51:32.478621
manufacturing,CES3000000001,2022,M07,12800,employment_level,2025-07-03T21:51:32.478623
manufacturing,CES3000000001,2022,M06,12768,employment_level,2025-07-03T21:51:32.478625
manufacturing,CES3000000001,2022,M05,12739,employment_level,2025-07-03T21:51:32.478626
manufacturing,CES3000000001,2022,M04,12725,employment_level,2025-07-03T21:51:32.478628
manufacturing,CES3000000001,2022,M03,12676,employment_level,2025-07-03T21:51:32.478629
manufacturing,CES3000000001,2022,M02,12608,employment_level,2025-07-03T21:51:32.478630
manufacturing,CES3000000001,2022,M01,12560,employment_level,2025-07-03T21:51:32.478632
manufacturing,CES3000000001,2021,M12,12532,employment_level,2025-07-03T21:51:32.478633
manufacturing,CES3000000001,2021,M11,12498,employment_level,2025-07-03T21:51:32.478635
manufacturing,CES3000000001,2021,M10,12454,employment_level,2025-07-03T21:51:32.478636
manufacturing,CES3000000001,2021,M09,12391,employment_level,2025-07-03T21:51:32.478638
manufacturing,CES3000000001,2021,M08,12349,employment_level,2025-07-03T21:51:32.478639
manufacturing,CES3000000001,2021,M07,12303,employment_level,2025-07-03T21:51:32.478641
manufacturing,CES3000000001,2021,M06,12249,employment_level,2025-07-03T21:51:32.478642
manufacturing,CES3000000001,2021,M05,12219,employment_level,2025-07-03T21:51:32.478644
manufacturing,CES3000000001,2021,M04,12191,employment_level,2025-07-03T21:51:32.478651
manufacturing,CES3000000001,2021,M03,12232,employment_level,2025-07-03T21:51:32.478653
manufacturing,CES3000000001,2021,M02,12179,employment_level,2025-07-03T21:51:32.478654
manufacturing,CES3000000001,2021,M01,12145,employment_level,2025-07-03T21:51:32.478658
manufacturing,CES3000000001,2020,M12,12153,employment_level,2025-07-03T21:51:32.478659
manufacturing,CES3000000001,2020,M11,12118,employment_level,2025-07-03T21:51:32.478661
manufacturing,CES3000000001,2020,M10,12086,employment_level,2025-07-03T21:51:32.478662
manufacturing,CES3000000001,2020,M09,12057,employment_level,2025-07-03T21:51:32.478664
manufacturing,CES3000000001,2020,M08,11999,employment_level,2025-07-03T21:51:32.478665
manufacturing,CES3000000001,2020,M07,11973,employment_level,2025-07-03T21:51:32.478667
manufacturing,CES3000000001,2020,M06,11950,employment_level,2025-07-03T21:51:32.478668
manufacturing,CES3000000001,2020,M05,11610,employment_level,2025-07-03T21:51:32.478670
manufacturing,CES3000000001,2020,M04,11382,employment_level,2025-07-03T21:51:32.478671
manufacturing,CES3000000001,2020,M03,12684,employment_level,2025-07-03T21:51:32.478673
manufacturing,CES3000000001,2020,M02,12743,employment_level,2025-07-03T21:51:32.478674
manufacturing,CES3000000001,2020,M01,12745,employment_level,2025-07-03T21:51:32.478701
