location_id,station_id,route_name,latitude,longitude,county,city,aadt,measurement_year,traffic_volume_category,highway_type,functional_class,urban_rural,lane_count,median_type,access_control,truck_percentage,peak_hour_factor,directional_split,data_source,data_collection_date,data_quality_score
31516,31516,,44.32193111892419,-89.92146707221022,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749593,50.0
31517,31517,,44.3169291617896,-89.90421033044049,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749601,50.0
31518,31518,,44.31340132046642,-89.90413217038677,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749612,50.0
31519,31519,,44.31466383164368,-89.89757838449371,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749620,50.0
31520,31520,,44.31262224002722,-89.9008882386,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749631,50.0
31521,31521,,44.31537272001897,-89.90001656784155,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749639,50.0
31522,31522,,44.315469023815204,-89.89024657467878,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749650,50.0
31523,31523,,44.320545477283346,-89.88815948055273,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749661,50.0
31524,31524,,44.30107906706621,-89.89532698357448,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749669,50.0
31525,31525,,44.35127851419052,-89.84130103869812,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749677,50.0
31527,31527,,44.35144991553735,-89.81949290605993,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749688,50.0
31528,31528,,44.36222635068847,-89.81605678459542,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749697,50.0
31529,31529,,44.36110091725237,-89.82708594511473,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749705,50.0
31530,31530,,44.36331658858157,-89.81688639631814,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749716,50.0
31531,31531,,44.365826075188124,-89.81614122814891,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749724,50.0
31532,31532,,44.36943868897904,-89.82503731761001,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749733,50.0
31533,31533,,44.36805001799925,-89.8220728348996,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749741,50.0
31534,31534,,44.366975920705265,-89.81692454578693,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749750,50.0
31535,31535,,44.525682981235356,-88.08279844611346,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749762,50.0
31536,31536,,44.52312387855599,-88.08285196689793,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749770,50.0
31537,31537,,42.822239079353956,-88.36064182682716,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749779,50.0
31538,31538,,42.8134220082911,-88.37285610869449,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749787,50.0
31539,31539,,44.495315302174355,-87.9871644653235,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749796,50.0
31540,31540,,42.69761878754359,-87.87396245971212,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749805,50.0
31541,31541,,44.94549515530803,-91.35390336086368,Chippewa,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749813,50.0
31542,31542,,42.52958074132064,-90.57390214985038,Grant,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749824,50.0
31543,31543,,44.878263503980186,-91.9297591079904,Dunn,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749835,50.0
31544,31544,,44.90200344699605,-91.9357937909128,Dunn,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749843,50.0
31545,31545,,43.84628504747925,-88.83765248634757,Fond Du Lac,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749852,50.0
31546,31546,,43.14893730723258,-88.05485428455313,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749861,50.0
31548,31548,,42.97260814124288,-87.88118781786699,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749871,50.0
31549,31549,,43.17833687046804,-87.91745681359268,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749880,50.0
31550,31550,,43.19134226058609,-87.92477563336229,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749888,50.0
31551,31551,,42.93167739914898,-88.83892556693993,Jefferson,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749899,50.0
31552,31552,,42.63300896808565,-88.65222347535456,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749907,50.0
31553,31553,,44.91584930060103,-87.25933705931536,Door,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749915,50.0
31554,31554,,45.02709568376644,-87.28964592307643,Door,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749924,50.0
31555,31555,,43.14872097033386,-88.50241510633089,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749932,50.0
31556,31556,,43.475204508383385,-89.77594167050621,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749941,50.0
31557,31557,,43.475217658311614,-89.77401713299611,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749950,50.0
31558,31558,,43.47356493008549,-89.77438413513423,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749959,50.0
31559,31559,,43.473833943689435,-89.77597790402886,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749969,50.0
31560,31560,,43.46174791285989,-89.77865273919144,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749978,50.0
31561,31561,,43.46098129026636,-89.77717532924436,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749989,50.0
31562,31562,,43.45846494882614,-89.7772779508909,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.749997,50.0
31563,31563,,43.45886393665725,-89.7788600553082,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750008,50.0
31564,31564,,46.38225876043698,-91.81997473840121,Douglas,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750017,50.0
31565,31565,,46.380667981269184,-91.82124735923846,Douglas,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750026,50.0
31566,31566,,44.52170050479143,-89.52408260954482,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750034,50.0
31570,31570,,44.07561362924563,-89.25970594633165,Waushara,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750045,50.0
31571,31571,,44.07562636289556,-89.2556896524786,Waushara,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750053,50.0
31572,31572,,43.056482142162366,-87.981931575561,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750062,50.0
31573,31573,,43.108455494638655,-89.33939466599253,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750070,50.0
31574,31574,,43.10853367715844,-89.33842246288899,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750079,50.0
31575,31575,,43.1066917061379,-89.33829548513387,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750089,50.0
31577,31577,,43.56001903745967,-89.77963727473308,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750098,50.0
31578,31578,,44.98224158751967,-92.74828100220738,Saint Croix,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750107,50.0
31579,31579,,44.62362657009045,-89.28458430300863,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750117,50.0
31580,31580,,44.52546721437165,-89.44621219084256,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750127,50.0
31581,31581,,43.09616466202647,-91.14603887771472,Crawford,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750152,50.0
31582,31582,,43.207467309639405,-88.72880473994172,Dodge,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750175,50.0
31583,31583,,43.458006429528254,-89.4165393139273,Columbia,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750190,50.0
31584,31584,,44.38206554798335,-89.84459270217705,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750199,50.0
31585,31585,,42.63108485615952,-88.63798810473469,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750208,50.0
31586,31586,,43.9628565022373,-90.37644218685682,Monroe,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750219,50.0
31587,31587,,44.12364264581909,-90.54057204649881,Monroe,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750227,50.0
31588,31588,,43.56845492746724,-91.03340176652789,Vernon,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750236,50.0
31589,31589,,42.6071883104896,-88.42093241089177,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750245,50.0
31590,31590,,43.40074734519579,-88.74037832370715,Dodge,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750253,50.0
31591,31591,,43.41026516359834,-88.70380596622853,Dodge,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750262,50.0
31596,31596,,44.38031320047097,-89.85655050631622,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750273,50.0
31597,31597,,44.00061233277388,-90.54653061873313,Monroe,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750281,50.0
31598,31598,,42.674446732948596,-88.52453961406529,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750292,50.0
31599,31599,,42.64782728579308,-88.35745390224368,Walworth,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750301,50.0
31600,31600,,43.9623689751806,-90.37922565203951,Monroe,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750309,50.0
31601,31601,,42.88567295143762,-90.11301365120876,Iowa,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750318,50.0
31602,31602,,42.70416449816766,-87.83863918487347,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750326,50.0
31603,31603,,43.62659966865187,-89.76458066007541,Columbia,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750335,50.0
31604,31604,,43.97887000926097,-90.48950856150931,Monroe,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750347,50.0
31606,31606,,43.040171720558796,-87.91393720426753,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750358,50.0
31607,31607,,44.270924348363046,-89.52350898302875,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750369,50.0
31608,31608,,43.077195988422496,-88.91341538474671,Jefferson,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750380,50.0
31609,31609,,44.476410375242565,-88.07585951927288,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750389,50.0
31610,31610,,42.9619887700421,-88.12870838330902,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750397,50.0
31611,31611,,43.11910121015951,-87.90676091177734,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750406,50.0
31612,31612,,44.17106235059736,-88.46421616682903,Winnebago,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750415,50.0
31613,31613,,42.90160606327631,-87.92934927473644,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750423,50.0
31614,31614,,44.451830464541366,-89.52871549316394,Portage,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750432,50.0
31615,31615,,44.77299954367752,-88.61160777828898,Shawano,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750442,50.0
31616,31616,,43.149490268550345,-87.94539830442261,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750451,50.0
31617,31617,,43.10343841009251,-87.94611921746957,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750461,50.0
31618,31618,,45.165756790507025,-91.14155990952949,Chippewa,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750469,50.0
31619,31619,,43.05595454633989,-87.99750660383341,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750478,50.0
31621,31621,,44.68066227557106,-90.16605188493112,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750486,50.0
31622,31622,,44.669861651142035,-90.19664131493045,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750495,50.0
31623,31623,,42.902343038749336,-91.09066398142912,Grant,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750506,50.0
31624,31624,,45.069210030303736,-87.13153379474394,Door,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750515,50.0
31625,31625,,44.80696735196087,-91.50864351422148,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750525,50.0
31626,31626,,43.052563529110614,-88.00596434900487,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750537,50.0
31628,31628,,42.97289805638928,-87.919367236637,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750545,50.0
31629,31629,,44.95811522574286,-91.35304287261128,Chippewa,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750554,50.0
31631,31631,,44.85898024470329,-92.62571427079196,Pierce,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750563,50.0
31632,31632,,43.29304846721489,-89.735330379227,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750572,50.0
31633,31633,,43.00652188146958,-87.90775829375586,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750583,50.0
31634,31634,,44.17905476082007,-88.45991854516427,Winnebago,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750591,50.0
31635,31635,,42.90325199394119,-87.88171478745454,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750600,50.0
31636,31636,,43.119493508559785,-87.9963875718095,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750608,50.0
31637,31637,,43.013238137124176,-87.9254833187805,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750616,50.0
31638,31638,,43.45585332879278,-88.2342515013566,Washington,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750625,50.0
31639,31639,,42.944096813145975,-87.87623745429967,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750633,50.0
31640,31640,,44.75320091072503,-91.29590449670665,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750642,50.0
31641,31641,,45.68633749664126,-92.68399959776484,Burnett,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750653,50.0
31642,31642,,44.4854863652913,-88.07025887384911,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750662,50.0
31643,31643,,42.73376594265453,-87.78834110522381,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750672,50.0
31644,31644,,43.17756425673235,-88.12589654117679,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750681,50.0
31645,31645,,43.19469156806114,-88.70591420011492,Jefferson,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750692,50.0
31646,31646,,43.13325280027989,-88.02546841748682,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750700,50.0
31647,31647,,44.76155598239445,-88.60036473385297,Shawano,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750709,50.0
31648,31648,,43.21983371323988,-88.04344853658654,Ozaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750717,50.0
31649,31649,,43.13202359316162,-90.70019340481089,Grant,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750728,50.0
31650,31650,,43.75256716971946,-89.69167377228685,Adams,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750737,50.0
31651,31651,,44.79250143676253,-91.55242491729032,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750745,50.0
31652,31652,,42.744885726519726,-87.9346724124209,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750754,50.0
31654,31654,,44.18695781952636,-88.46266122103421,Winnebago,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750762,50.0
31655,31655,,44.02839908170257,-87.70371067780441,Manitowoc,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750771,50.0
31657,31657,,44.37092038924753,-87.55330929602785,Kewaunee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750779,50.0
31658,31658,,43.113511476531905,-89.69381049895327,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750790,50.0
31659,31659,,45.74599264613671,-91.71441703148359,Washburn,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750798,50.0
31660,31660,,42.84958778453199,-88.31785701480467,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750807,50.0
31661,31661,,43.75760818456225,-87.77957666211888,Sheboygan,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750815,50.0
31663,31663,,43.03045259843358,-88.17760434297963,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750824,50.0
31665,31665,,45.22375570362887,-92.29822487216538,Polk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750832,50.0
31666,31666,,43.075802851519825,-89.52261238966335,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750843,50.0
31668,31668,,43.32890087993999,-90.1355882648477,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750855,50.0
31669,31669,,42.69975969014279,-89.00315571897963,Rock,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750868,50.0
31670,31670,,44.885640933341364,-89.60945069617597,Marathon,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750877,50.0
31671,31671,,43.342829352240166,-90.38696217579795,Richland,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750885,50.0
31673,31673,,44.80010294010958,-91.46959403681004,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750896,50.0
31675,31675,,43.00285753697936,-88.1751436015211,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750904,50.0
31676,31676,,45.12080153633631,-90.26952084606008,Taylor,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750913,50.0
31677,31677,,42.945234893533545,-87.86002866931922,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750921,50.0
31678,31678,,43.09583697035899,-88.3134571967696,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750930,50.0
31679,31679,,43.19189057718351,-88.1037060937016,Washington,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750940,50.0
31680,31680,,42.95116312182542,-89.37768531945065,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750949,50.0
31681,31681,,43.0446264728292,-87.91028544192969,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750957,50.0
31684,31684,,42.68199196296244,-89.0253258500334,Rock,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750966,50.0
31685,31685,,42.7005249222406,-88.99193388061164,Rock,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750975,50.0
31686,31686,,44.48611982788895,-87.93993203130776,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750984,50.0
31687,31687,,44.51126595447869,-87.96775904633165,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.750994,50.0
31688,31688,,44.63417011631643,-88.76138241577846,Waupaca,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751003,50.0
31689,31689,,44.26107603247538,-88.47596334521629,Outagamie,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751014,50.0
31690,31690,,43.042448286676915,-87.96164058193213,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751024,50.0
31691,31691,,44.215331539406385,-89.52563206924593,Waushara,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751071,50.0
31692,31692,,44.88032100734111,-92.74387544555074,Saint Croix,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751080,50.0
31694,31694,,43.67882079278798,-88.54958849011899,Fond Du Lac,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751089,50.0
31696,31696,,44.378656778089514,-89.81212072501332,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751098,50.0
31697,31697,,44.511139084281986,-88.05827930325711,Brown,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751106,50.0
31698,31698,,44.9477704425967,-92.43582140416011,Saint Croix,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751118,50.0
31699,31699,,42.55006294992077,-87.84441334445157,Kenosha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751127,50.0
31700,31700,,45.619213236187505,-88.11136676872486,Marinette,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751150,50.0
31701,31701,,43.064317738955104,-87.88305015771095,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751160,50.0
31702,31702,,44.5238130077321,-88.43674425940137,Outagamie,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751169,50.0
31703,31703,,44.652289211065245,-91.41434797898134,Eau Claire,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751177,50.0
31704,31704,,43.13209483903592,-88.30759886037062,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751186,50.0
31705,31705,,44.904967876116665,-92.25667002890853,Saint Croix,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751195,50.0
31706,31706,,43.76149183403938,-87.96679732106873,Sheboygan,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751207,50.0
31707,31707,,43.77434550998797,-88.02407392787329,Sheboygan,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751215,50.0
31708,31708,,43.10246893131494,-89.28327857057003,Dane,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751225,50.0
31709,31709,,42.988246759670936,-88.2416980940291,Waukesha,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751235,50.0
31710,31710,,44.83369283001629,-87.36423839933211,Door,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751248,50.0
31711,31711,,43.78539998714111,-88.47303240764052,Fond Du Lac,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751257,50.0
31712,31712,,44.409863572911895,-89.78692299451025,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751266,50.0
31713,31713,,45.146142909431525,-89.15529437841496,Langlade,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751274,50.0
31714,31714,,42.799835426075106,-87.90419381490422,Racine,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751285,50.0
31715,31715,,43.03940934421,-87.90280887405083,Milwaukee,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751294,50.0
31716,31716,,44.84376919889256,-87.37135339495647,Door,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751302,50.0
31717,31717,,43.58745149869488,-89.81080463188303,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751311,50.0
31718,31718,,44.37307870051413,-89.82122024352726,Wood,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751319,50.0
31719,31719,,43.081713288229956,-88.91208262094077,Jefferson,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751330,50.0
31720,31720,,43.26084783360451,-90.10780213966241,Sauk,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751338,50.0
31721,31721,,43.68665345474247,-90.33555603956283,Vernon,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751347,50.0
31722,31722,,44.959169379734156,-90.8012494126857,Clark,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751358,50.0
31724,31724,,46.00749314752149,-89.64674047388702,Vilas,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751367,50.0
31725,31725,,42.68368995054619,-89.02893322320804,Rock,,0,2025,Low,Local,,,,,,,,,WisDOT,2025-06-26 21:01:44.751378,50.0
